Employee_id,Age,Gender,Department,Job_role,Education,Education_field,Marital_status,Attrition,Years_at_company,Business_travel,Daily_pay,Distance_from_home,Environment_satisfaction,Hourly_rate,Job_involvement,Job_level,Job_satisfaction,Monthly_income,Monthly_rate,Num_companies_worked,Over_time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Training_Times_LastYear,WorkLife_Balance,Years_In_CurrentRole,Years_Since_LastPromotion,Years_With_CurrManager
439,32,Female,Research & Development,Research Scientist,4,Medical,Single,No,7,Travel_Rarely,1018,2,1,74,4,2,4,5055,10557,7,No,16,3,3,80,0,10,0,2,7,0,7
440,28,Male,Research & Development,Research Scientist,4,Medical,Married,Yes,3,Travel_Rarely,1157,2,1,84,1,1,4,3464,24737,5,Yes,13,3,4,80,0,5,4,2,2,2,2
441,30,Female,Research & Development,Research Scientist,2,Medical,Married,No,10,Travel_Rarely,1275,28,4,64,3,2,4,5775,11934,1,No,13,3,4,80,2,11,2,3,8,1,9
442,31,Female,Research & Development,Manufacturing Director,2,Life Sciences,Married,No,10,Travel_Frequently,798,7,3,48,2,3,3,8943,14034,1,No,24,4,1,80,1,10,2,3,9,8,9
444,39,Male,Research & Development,Manager,2,Medical,Married,No,21,Travel_Frequently,672,7,3,54,2,5,4,19272,21141,1,No,15,3,1,80,1,21,2,3,9,13,3
445,39,Female,Sales,Sales Executive,2,Medical,Married,Yes,1,Travel_Rarely,1162,3,4,41,3,2,3,5238,17778,4,Yes,18,3,1,80,0,12,3,2,0,0,0
446,33,Male,Sales,Sales Executive,3,Marketing,Single,No,7,Travel_Frequently,508,10,2,46,2,2,4,4682,4317,3,No,14,3,3,80,0,9,6,2,7,0,1
447,47,Male,Research & Development,Research Director,5,Life Sciences,Married,No,3,Travel_Rarely,1482,5,4,42,3,5,3,18300,16375,4,No,11,3,2,80,1,21,2,3,2,1,1
448,43,Female,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,No,9,Travel_Frequently,559,10,3,82,2,2,3,5257,6227,1,No,11,3,2,80,1,9,3,4,7,0,0
449,27,Male,Sales,Sales Executive,1,Marketing,Married,No,5,Non-Travel,210,1,3,73,3,2,2,6349,22107,0,Yes,13,3,4,80,1,6,0,3,4,1,4
450,54,Female,Research & Development,Research Scientist,4,Life Sciences,Single,No,4,Travel_Frequently,928,20,4,31,3,2,3,4869,16885,3,No,12,3,4,80,0,20,4,2,3,0,3
451,43,Female,Research & Development,Healthcare Representative,3,Life Sciences,Married,No,1,Travel_Rarely,1001,7,3,43,3,3,1,9985,9262,8,No,16,3,1,80,1,10,1,2,0,0,0
452,45,Male,Research & Development,Research Scientist,4,Other,Married,No,10,Travel_Rarely,549,8,4,75,3,2,4,3697,9278,9,No,14,3,1,80,2,12,3,3,9,9,8
453,40,Male,Sales,Sales Executive,2,Medical,Married,No,4,Travel_Rarely,1124,1,2,57,1,2,4,7457,13273,2,Yes,22,4,3,80,3,6,2,2,3,0,2
454,29,Male,Research & Development,Laboratory Technician,4,Other,Married,Yes,7,Travel_Rarely,318,8,2,77,1,1,1,2119,4759,1,Yes,11,3,4,80,0,7,4,2,7,0,7
455,29,Male,Research & Development,Laboratory Technician,5,Other,Single,No,3,Travel_Rarely,738,9,2,30,2,1,4,3983,7621,0,No,17,3,3,80,0,4,2,3,2,2,2
456,30,Female,Sales,Sales Executive,3,Marketing,Divorced,No,10,Travel_Rarely,570,5,4,30,2,2,3,6118,5431,1,No,13,3,3,80,3,10,2,3,9,1,2
458,27,Female,Sales,Sales Executive,4,Marketing,Married,No,8,Travel_Rarely,1130,8,2,56,3,2,2,6214,3415,1,No,18,3,1,80,1,8,3,3,7,0,7
460,37,Male,Research & Development,Manufacturing Director,2,Medical,Divorced,No,6,Travel_Rarely,1192,5,4,61,3,2,4,6347,23177,7,No,16,3,3,80,2,8,2,2,2,0,4
461,38,Male,Research & Development,Research Director,2,Life Sciences,Divorced,No,11,Travel_Rarely,343,15,3,92,2,3,4,11510,15682,0,Yes,14,3,2,80,1,12,3,3,10,2,9
462,31,Female,Research & Development,Manufacturing Director,4,Medical,Single,No,11,Travel_Rarely,1232,7,3,39,3,3,4,7143,25713,1,Yes,14,3,3,80,0,11,2,2,9,4,10
463,29,Female,Sales,Sales Executive,1,Marketing,Divorced,No,7,Travel_Rarely,144,10,4,39,2,2,2,8268,11866,1,Yes,14,3,1,80,2,7,2,3,7,1,7
464,35,Male,Research & Development,Manufacturing Director,4,Technical Degree,Single,No,16,Travel_Rarely,1296,5,3,62,3,3,2,8095,18264,0,No,13,3,4,80,0,17,5,3,6,0,13
465,23,Male,Research & Development,Research Scientist,1,Life Sciences,Divorced,No,4,Travel_Rarely,1309,26,3,83,3,1,4,2904,16092,1,No,12,3,3,80,2,4,2,2,2,0,2
466,41,Male,Research & Development,Manufacturing Director,3,Medical,Single,No,5,Travel_Rarely,483,6,4,95,2,2,2,6032,10110,6,Yes,15,3,4,80,0,8,3,3,4,1,2
467,47,Male,Sales,Sales Representative,1,Medical,Single,No,0,Travel_Frequently,1309,4,2,99,3,2,3,2976,25751,3,No,19,3,1,80,0,5,3,3,0,0,0
468,42,Female,Research & Development,Research Director,5,Life Sciences,Single,No,1,Travel_Rarely,810,23,1,44,3,4,4,15992,15901,2,No,14,3,2,80,0,16,2,3,0,0,0
469,29,Male,Sales,Sales Executive,3,Life Sciences,Married,No,4,Non-Travel,746,2,4,61,3,2,3,4649,16928,1,No,14,3,1,80,1,4,3,2,3,0,2
470,42,Male,Human Resources,Human Resources,1,Technical Degree,Divorced,No,3,Travel_Rarely,544,2,3,52,3,1,3,2696,24017,0,Yes,11,3,3,80,1,4,5,3,2,1,0
471,32,Female,Research & Development,Laboratory Technician,3,Medical,Married,No,8,Travel_Rarely,1062,2,3,75,3,1,2,2370,3956,1,No,13,3,3,80,1,8,4,3,0,0,7
473,48,Female,Sales,Manager,1,Medical,Married,No,0,Travel_Rarely,530,29,1,91,3,3,3,12504,23978,3,No,21,4,2,80,1,15,3,1,0,0,0
474,37,Male,Research & Development,Research Scientist,3,Medical,Divorced,No,7,Travel_Rarely,1319,6,3,51,4,2,1,5974,17001,4,Yes,13,3,1,80,2,13,2,3,7,6,7
475,30,Female,Sales,Sales Executive,2,Technical Degree,Married,No,2,Non-Travel,641,25,4,85,3,2,3,4736,6069,7,Yes,12,3,2,80,1,4,2,4,2,2,2
476,26,Male,Sales,Sales Executive,3,Life Sciences,Married,No,8,Travel_Rarely,933,1,3,57,3,2,3,5296,20156,1,No,17,3,2,80,1,8,3,3,7,7,7
477,42,Male,Research & Development,Healthcare Representative,4,Other,Single,No,1,Travel_Rarely,1332,2,1,98,2,2,4,6781,17078,3,No,23,4,2,80,0,14,6,3,0,0,0
478,21,Female,Sales,Sales Representative,1,Technical Degree,Single,Yes,3,Travel_Frequently,756,1,1,99,2,1,2,2174,9150,1,Yes,11,3,3,80,0,3,3,3,2,1,2
479,36,Female,Sales,Sales Executive,5,Medical,Single,No,1,Non-Travel,845,1,4,45,3,2,4,6653,15276,4,No,15,3,2,80,0,7,6,3,0,0,0
481,36,Male,Sales,Sales Executive,4,Medical,Married,No,13,Travel_Frequently,541,3,1,48,2,3,4,9699,7246,4,No,11,3,1,80,1,16,2,3,9,1,12
482,57,Male,Research & Development,Healthcare Representative,4,Medical,Married,No,3,Travel_Rarely,593,1,4,88,3,2,3,6755,2967,2,No,11,3,3,80,0,15,2,3,2,1,2
483,40,Female,Research & Development,Laboratory Technician,4,Life Sciences,Married,No,7,Travel_Rarely,1171,10,4,46,4,1,3,2213,22495,3,Yes,13,3,3,80,1,10,3,3,7,1,7
484,21,Male,Sales,Sales Representative,2,Medical,Single,No,3,Non-Travel,895,9,1,39,3,1,4,2610,2851,1,No,24,4,3,80,0,3,3,2,2,2,2
485,33,Female,Sales,Sales Representative,3,Marketing,Single,Yes,1,Travel_Rarely,350,5,4,34,3,1,3,2851,9150,1,Yes,13,3,2,80,0,1,2,3,0,0,0
486,37,Female,Research & Development,Laboratory Technician,3,Medical,Married,No,5,Travel_Rarely,921,10,3,98,3,1,1,3452,17663,6,No,20,4,2,80,1,17,3,3,4,0,3
487,46,Female,Research & Development,Manufacturing Director,4,Medical,Married,No,1,Non-Travel,1144,7,3,30,3,2,3,5258,16044,2,No,14,3,3,80,0,7,2,4,0,0,0
488,41,Male,Sales,Sales Executive,3,Marketing,Single,Yes,8,Travel_Frequently,143,4,1,56,3,2,2,9355,9558,1,No,18,3,3,80,0,8,5,3,7,7,7
491,50,Male,Research & Development,Healthcare Representative,3,Technical Degree,Single,No,4,Travel_Rarely,1046,10,4,100,2,3,4,10496,2755,6,No,15,3,4,80,0,20,2,3,3,1,3
492,40,Male,Sales,Sales Executive,2,Marketing,Married,Yes,6,Travel_Rarely,575,22,3,68,2,2,3,6380,6110,2,Yes,12,3,1,80,2,8,6,3,4,1,0
493,31,Male,Research & Development,Research Scientist,4,Life Sciences,Single,No,2,Travel_Rarely,408,9,3,42,2,1,2,2657,7551,0,Yes,16,3,4,80,0,3,5,3,2,2,2
494,21,Female,Sales,Sales Representative,3,Life Sciences,Single,Yes,1,Travel_Rarely,156,12,3,90,4,1,2,2716,25422,1,No,15,3,4,80,0,1,0,3,0,0,0
495,29,Male,Research & Development,Research Scientist,3,Life Sciences,Single,No,3,Travel_Rarely,1283,23,4,54,3,1,4,2201,18168,9,No,16,3,4,80,0,6,4,3,2,1,2
496,35,Male,Research & Development,Healthcare Representative,4,Life Sciences,Single,No,1,Travel_Rarely,755,9,3,97,2,2,2,6540,19394,9,No,19,3,3,80,0,10,5,3,1,0,0
497,27,Male,Research & Development,Laboratory Technician,2,Medical,Divorced,No,5,Travel_Rarely,1469,1,4,82,3,1,2,3816,17881,1,No,11,3,2,80,1,5,2,3,2,0,4
498,28,Male,Sales,Sales Executive,4,Life Sciences,Single,No,7,Travel_Rarely,304,9,2,92,3,2,4,5253,20750,1,No,16,3,4,80,0,7,1,3,5,0,7
499,49,Male,Research & Development,Healthcare Representative,3,Other,Single,No,5,Travel_Rarely,1261,7,2,31,2,3,3,10965,12066,8,No,24,4,3,80,0,26,2,3,2,0,0
500,51,Female,Sales,Sales Executive,2,Life Sciences,Married,No,7,Travel_Rarely,1178,14,3,87,3,2,4,4936,14862,4,No,11,3,3,80,1,18,2,2,7,0,7
501,36,Female,Research & Development,Research Scientist,3,Life Sciences,Married,No,2,Travel_Rarely,329,2,4,96,3,1,3,2543,11868,4,No,13,3,2,80,1,6,3,3,2,2,2
502,34,Male,Sales,Sales Executive,3,Marketing,Single,Yes,5,Non-Travel,1362,19,1,67,4,2,4,5304,4652,8,Yes,13,3,2,80,0,9,3,2,2,0,4
505,55,Female,Research & Development,Manager,3,Life Sciences,Single,No,5,Travel_Rarely,1311,2,3,97,3,4,4,16659,23258,2,Yes,13,3,3,80,0,30,2,3,4,1,2
507,24,Female,Sales,Sales Executive,4,Marketing,Divorced,No,5,Travel_Rarely,1371,10,4,77,3,2,3,4260,5915,1,Yes,12,3,4,80,1,5,2,4,2,0,3
508,30,Male,Sales,Sales Representative,1,Technical Degree,Married,No,1,Travel_Rarely,202,2,3,72,3,1,2,2476,17434,1,No,18,3,1,80,1,1,3,3,0,0,0
510,26,Male,Research & Development,Research Scientist,1,Technical Degree,Single,Yes,6,Travel_Frequently,575,3,3,73,3,1,1,3102,6582,0,No,22,4,3,80,0,7,2,3,4,0,4
511,22,Female,Research & Development,Research Scientist,3,Medical,Married,No,2,Travel_Rarely,253,11,1,43,3,1,2,2244,24440,1,No,13,3,4,80,1,2,1,3,1,1,2
513,36,Male,Sales,Sales Executive,2,Medical,Married,No,10,Travel_Rarely,164,2,2,61,2,3,3,7596,3809,1,No,13,3,2,80,2,10,2,3,9,9,0
514,30,Male,Research & Development,Research Scientist,3,Technical Degree,Single,Yes,1,Travel_Frequently,464,4,3,40,3,1,4,2285,3427,9,Yes,23,4,3,80,0,3,4,3,0,0,0
515,37,Female,Research & Development,Laboratory Technician,3,Life Sciences,Divorced,No,18,Travel_Rarely,1107,14,4,95,3,1,1,3034,26914,1,No,12,3,3,80,1,18,2,2,7,12,17
516,40,Female,Sales,Sales Executive,2,Marketing,Divorced,No,5,Travel_Rarely,759,2,4,46,3,2,2,5715,22553,7,No,12,3,3,80,2,8,5,3,4,1,3
517,42,Female,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,No,5,Travel_Rarely,201,1,2,95,3,1,1,2576,20490,3,No,16,3,2,80,1,8,5,3,2,1,2
518,37,Male,Research & Development,Manufacturing Director,4,Life Sciences,Single,No,1,Travel_Rarely,1305,10,3,49,3,2,2,4197,21123,2,Yes,12,3,4,80,0,18,2,2,0,0,1
520,43,Male,Research & Development,Research Director,3,Life Sciences,Divorced,No,25,Travel_Rarely,982,12,1,59,2,4,2,14336,4345,1,No,11,3,3,80,1,25,3,3,10,3,9
521,40,Female,Research & Development,Laboratory Technician,3,Medical,Married,No,1,Travel_Rarely,555,2,2,78,2,2,3,3448,13436,6,No,22,4,2,80,1,20,3,3,0,0,0
522,54,Male,Research & Development,Research Director,2,Medical,Married,No,4,Travel_Rarely,821,5,1,86,3,5,1,19406,8509,4,No,11,3,3,80,1,24,4,2,2,1,2
523,34,Female,Sales,Sales Executive,4,Marketing,Married,No,3,Non-Travel,1381,4,3,72,3,2,3,6538,12740,9,No,15,3,1,80,1,6,3,3,2,1,2
524,31,Female,Research & Development,Manufacturing Director,2,Medical,Married,No,13,Travel_Rarely,480,7,2,31,3,2,1,4306,4156,1,No,12,3,2,80,1,13,5,1,10,3,12
525,43,Male,Research & Development,Laboratory Technician,3,Medical,Married,No,3,Travel_Frequently,313,21,4,61,3,1,4,2258,15238,7,No,20,4,1,80,1,8,1,3,2,1,2
526,43,Female,Research & Development,Healthcare Representative,4,Other,Divorced,No,5,Travel_Rarely,1473,8,3,74,3,2,3,4522,2227,4,Yes,14,3,4,80,0,8,3,3,2,0,2
527,25,Female,Sales,Sales Executive,2,Life Sciences,Single,No,5,Travel_Rarely,891,4,2,99,2,2,4,4487,12090,1,Yes,11,3,2,80,0,5,3,3,4,1,3
529,37,Female,Research & Development,Research Scientist,5,Medical,Married,No,13,Non-Travel,1063,25,2,72,3,2,3,4449,23866,3,Yes,15,3,1,80,2,15,2,3,11,10,7
530,31,Male,Research & Development,Laboratory Technician,2,Life Sciences,Married,No,4,Travel_Rarely,329,1,4,98,2,1,1,2218,16193,1,No,12,3,3,80,1,4,3,3,2,3,2
531,39,Male,Research & Development,Manager,1,Life Sciences,Divorced,No,21,Travel_Frequently,1218,1,2,52,3,5,3,19197,8213,1,Yes,14,3,3,80,1,21,3,3,8,1,6
532,56,Female,Sales,Sales Executive,3,Life Sciences,Married,No,7,Travel_Frequently,906,6,3,86,4,4,1,13212,18256,9,No,11,3,4,80,3,36,0,2,7,7,7
533,30,Female,Sales,Sales Executive,3,Technical Degree,Single,No,5,Travel_Rarely,1082,12,2,83,3,2,3,6577,19558,0,No,11,3,2,80,0,6,6,3,4,4,4
534,41,Male,Sales,Sales Executive,3,Marketing,Married,No,10,Travel_Rarely,645,1,2,49,4,3,1,8392,19566,1,No,16,3,3,80,1,10,2,3,7,0,7
536,28,Male,Research & Development,Laboratory Technician,2,Medical,Divorced,No,10,Travel_Rarely,1300,17,3,79,3,2,1,4558,13535,1,No,12,3,4,80,1,10,2,3,0,1,8
538,25,Male,Research & Development,Laboratory Technician,3,Medical,Married,Yes,2,Travel_Rarely,688,3,1,91,3,1,1,4031,9396,5,No,13,3,3,80,1,6,5,3,2,0,2
543,52,Male,Research & Development,Manufacturing Director,3,Medical,Married,No,5,Travel_Rarely,319,3,4,39,2,3,3,7969,19609,2,Yes,14,3,3,80,0,28,4,3,4,0,4
544,45,Male,Research & Development,Research Scientist,2,Life Sciences,Married,No,2,Travel_Rarely,192,10,1,69,3,1,4,2654,9655,3,No,21,4,4,80,2,8,3,2,2,0,2
546,52,Female,Research & Development,Manager,2,Life Sciences,Married,No,5,Travel_Rarely,1490,4,4,30,3,4,4,16555,10310,2,No,13,3,4,80,0,31,2,1,2,1,4
547,42,Female,Research & Development,Research Scientist,2,Life Sciences,Divorced,No,5,Travel_Frequently,532,29,1,92,3,2,3,4556,12932,2,No,11,3,2,80,1,19,3,3,4,0,2
548,30,Female,Research & Development,Manufacturing Director,3,Life Sciences,Single,No,5,Travel_Rarely,317,2,3,43,1,2,4,6091,24793,2,No,20,4,3,80,0,11,2,3,4,0,2
549,60,Female,Research & Development,Manager,3,Life Sciences,Married,No,29,Travel_Rarely,422,7,1,41,3,5,1,19566,3854,5,No,11,3,4,80,0,33,5,1,8,11,10
550,46,Female,Research & Development,Manufacturing Director,3,Medical,Divorced,No,10,Travel_Rarely,1485,18,3,87,3,2,3,4810,26314,2,No,14,3,3,80,1,19,5,2,7,0,8
551,42,Female,Research & Development,Healthcare Representative,4,Technical Degree,Married,No,6,Travel_Frequently,1368,28,4,88,2,2,4,4523,4386,0,No,11,3,4,80,3,7,4,4,5,0,4
554,24,Female,Sales,Sales Representative,1,Technical Degree,Single,Yes,5,Travel_Rarely,1448,1,1,62,3,1,2,3202,21972,1,Yes,16,3,2,80,0,6,4,3,3,1,4
555,34,Female,Sales,Sales Representative,2,Marketing,Divorced,Yes,2,Travel_Frequently,296,6,4,33,1,1,3,2351,12253,0,No,16,3,4,80,1,3,3,2,2,1,0
556,38,Male,Research & Development,Laboratory Technician,2,Life Sciences,Married,No,1,Travel_Frequently,1490,2,4,42,3,1,4,1702,12106,1,Yes,23,4,3,80,1,1,3,3,0,0,0
558,40,Female,Sales,Manager,4,Life Sciences,Married,No,20,Travel_Rarely,1398,2,3,79,3,5,3,18041,13022,0,No,14,3,4,80,0,21,2,3,15,1,12
560,26,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,No,3,Travel_Rarely,1349,23,1,90,3,1,4,2886,3032,1,No,22,4,2,80,2,3,3,1,2,0,2
562,30,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,No,5,Non-Travel,1400,3,3,53,3,1,4,2097,16734,4,No,15,3,3,80,1,9,3,1,3,1,4
564,29,Male,Research & Development,Research Director,4,Medical,Married,No,10,Travel_Rarely,986,3,2,93,2,3,3,11935,21526,1,No,18,3,3,80,0,10,2,3,2,0,7
565,29,Female,Research & Development,Research Scientist,5,Technical Degree,Married,Yes,2,Travel_Rarely,408,25,3,71,2,1,2,2546,18300,5,No,16,3,2,80,0,6,2,4,2,1,1
566,19,Male,Human Resources,Human Resources,2,Technical Degree,Single,Yes,1,Travel_Rarely,489,2,1,52,2,1,4,2564,18437,1,No,12,3,3,80,0,1,3,4,0,0,0
567,30,Female,Sales,Sales Executive,4,Other,Married,No,9,Non-Travel,1398,22,3,69,3,3,1,8412,2890,0,No,11,3,3,80,0,10,3,3,8,7,8
568,57,Male,Sales,Manager,3,Marketing,Divorced,No,1,Travel_Rarely,210,29,1,56,2,4,4,14118,22102,3,No,12,3,3,80,1,32,3,2,0,0,0
569,50,Male,Research & Development,Manager,4,Life Sciences,Married,No,27,Travel_Rarely,1099,29,2,88,2,4,3,17046,9314,0,No,15,3,2,80,1,28,2,3,10,15,7
571,30,Female,Research & Development,Laboratory Technician,3,Medical,Single,No,11,Non-Travel,1116,2,3,49,3,1,4,2564,7181,0,No,14,3,3,80,0,12,2,2,7,6,7
573,60,Female,Sales,Sales Executive,3,Marketing,Married,No,18,Travel_Frequently,1499,28,3,80,2,3,1,10266,2845,4,No,19,3,4,80,0,22,5,4,13,13,11
574,47,Female,Research & Development,Manufacturing Director,2,Medical,Divorced,No,5,Travel_Rarely,983,2,1,65,3,2,4,5070,7389,5,No,13,3,3,80,3,20,2,3,0,0,4
575,46,Male,Research & Development,Research Director,3,Life Sciences,Married,No,3,Travel_Rarely,1009,2,1,51,3,4,3,17861,2288,6,No,13,3,3,80,0,26,2,1,2,0,1
577,35,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,No,5,Travel_Rarely,144,22,4,46,1,1,3,4230,19225,0,No,15,3,3,80,0,6,2,3,4,4,3
578,54,Female,Research & Development,Laboratory Technician,4,Life Sciences,Single,No,1,Travel_Rarely,548,8,3,42,3,2,3,3780,23428,7,No,11,3,3,80,0,19,3,3,0,0,0
579,34,Male,Research & Development,Research Scientist,4,Life Sciences,Divorced,No,7,Travel_Rarely,1303,2,4,62,2,1,3,2768,8416,3,No,12,3,3,80,1,14,3,3,3,5,7
580,46,Female,Sales,Sales Executive,3,Marketing,Married,No,3,Travel_Rarely,1125,10,3,94,2,3,4,9071,11563,2,Yes,19,3,3,80,1,15,3,3,2,1,2
581,31,Male,Research & Development,Manufacturing Director,1,Life Sciences,Divorced,No,13,Travel_Rarely,1274,9,3,33,3,3,2,10648,14394,1,No,25,4,4,80,1,13,6,4,8,0,8
582,33,Male,Research & Development,Manager,1,Medical,Married,Yes,7,Travel_Rarely,1277,15,2,56,3,3,3,13610,24619,7,Yes,12,3,4,80,0,15,2,4,6,7,7
584,33,Male,Research & Development,Laboratory Technician,1,Medical,Divorced,Yes,4,Travel_Rarely,587,10,1,38,1,1,4,3408,6705,7,No,13,3,1,80,3,8,2,3,3,1,3
585,30,Male,Sales,Sales Representative,1,Marketing,Single,No,3,Travel_Rarely,413,7,4,57,3,1,2,2983,18398,0,No,14,3,1,80,0,4,3,3,2,1,2
586,35,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,No,8,Travel_Rarely,1276,16,4,72,3,3,3,7632,14295,4,Yes,12,3,3,80,0,10,2,3,7,0,0
587,31,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,Yes,1,Travel_Frequently,534,20,1,66,3,3,3,9824,22908,3,No,12,3,1,80,0,12,2,3,0,0,0
590,34,Female,Human Resources,Human Resources,3,Human Resources,Divorced,Yes,3,Travel_Frequently,988,23,2,43,3,3,1,9950,11533,9,Yes,15,3,3,80,3,11,2,3,2,0,2
591,42,Male,Research & Development,Laboratory Technician,2,Other,Married,No,2,Travel_Frequently,1474,5,2,97,3,1,3,2093,9260,4,No,17,3,4,80,1,8,4,3,2,2,0
592,36,Male,Sales,Sales Executive,4,Medical,Single,No,10,Non-Travel,635,10,2,32,3,3,4,9980,15318,1,No,14,3,4,80,0,10,3,2,3,9,7
593,22,Male,Research & Development,Laboratory Technician,1,Technical Degree,Single,Yes,2,Travel_Frequently,1368,4,3,99,2,1,3,3894,9129,5,No,16,3,3,80,0,4,3,3,2,1,2
595,48,Female,Sales,Sales Executive,5,Marketing,Married,No,9,Travel_Rarely,163,2,2,37,3,2,4,4051,19658,2,No,14,3,1,80,1,14,2,3,7,6,7
597,55,Female,Sales,Manager,5,Life Sciences,Single,No,10,Travel_Rarely,1117,18,1,83,3,4,2,16835,9873,3,No,23,4,4,80,0,37,2,3,9,7,7
599,41,Male,Sales,Sales Executive,2,Life Sciences,Single,No,14,Non-Travel,267,10,4,56,3,2,4,6230,13430,7,No,14,3,4,80,0,16,3,3,3,1,10
600,35,Male,Sales,Sales Executive,3,Marketing,Married,No,11,Travel_Rarely,619,1,2,85,3,2,3,4717,18659,9,No,11,3,3,80,0,15,2,3,9,6,9
601,40,Female,Research & Development,Manufacturing Director,3,Life Sciences,Single,No,20,Travel_Rarely,302,6,2,75,3,4,3,13237,20364,7,No,15,3,3,80,0,22,3,3,6,5,13
602,39,Female,Research & Development,Laboratory Technician,1,Life Sciences,Married,No,8,Travel_Frequently,443,8,3,48,3,1,3,3755,17872,1,No,11,3,1,80,1,8,3,3,3,0,7
604,31,Male,Sales,Sales Executive,1,Life Sciences,Single,No,6,Travel_Rarely,828,2,2,77,3,2,4,6582,8346,4,Yes,13,3,3,80,0,10,2,4,5,0,5
605,42,Male,Research & Development,Manufacturing Director,3,Medical,Married,No,10,Travel_Rarely,319,24,4,56,3,3,1,7406,6950,1,Yes,21,4,4,80,1,10,5,2,9,5,8
606,45,Male,Sales,Sales Executive,3,Other,Married,No,8,Travel_Rarely,561,2,4,61,3,2,2,4805,16177,0,No,19,3,2,80,1,9,3,4,7,3,7
608,26,Female,Human Resources,Human Resources,4,Life Sciences,Divorced,Yes,7,Travel_Frequently,426,17,2,58,3,1,3,2741,22808,0,Yes,11,3,2,80,1,8,2,2,7,1,0
611,29,Male,Research & Development,Manufacturing Director,3,Technical Degree,Divorced,No,3,Travel_Rarely,232,19,4,34,3,2,4,4262,22645,4,No,12,3,2,80,2,8,2,4,2,1,2
612,33,Female,Research & Development,Research Director,5,Medical,Divorced,No,6,Travel_Rarely,922,1,1,95,4,4,3,16184,22578,4,No,19,3,3,80,1,10,2,3,1,0,5
613,31,Male,Sales,Manager,3,Life Sciences,Divorced,No,5,Travel_Rarely,688,7,3,44,2,3,4,11557,25291,9,No,21,4,3,80,1,10,3,2,4,0,1
614,18,Male,Sales,Sales Representative,3,Marketing,Single,Yes,0,Travel_Frequently,1306,5,2,69,3,1,2,1878,8059,1,Yes,14,3,4,80,0,0,3,3,0,0,0
615,40,Male,Sales,Sales Executive,3,Other,Divorced,No,1,Non-Travel,1094,28,3,58,1,3,1,10932,11373,3,No,15,3,3,80,1,20,2,3,0,0,1
616,41,Female,Research & Development,Healthcare Representative,4,Other,Single,No,8,Non-Travel,509,2,1,62,2,2,3,6811,2112,2,Yes,17,3,1,80,0,10,3,3,7,0,7
618,26,Male,Sales,Sales Executive,2,Medical,Divorced,No,0,Travel_Rarely,775,29,1,45,3,2,3,4306,4267,5,No,12,3,1,80,2,8,5,3,0,0,0
620,35,Female,Sales,Sales Executive,3,Medical,Single,No,5,Travel_Rarely,195,1,1,80,3,2,3,4859,6698,1,No,16,3,4,80,0,5,3,3,4,0,3
621,34,Male,Sales,Sales Executive,4,Life Sciences,Single,No,10,Travel_Rarely,258,21,4,74,4,2,4,5337,19921,1,No,12,3,4,80,0,10,3,3,7,5,7
622,26,Male,Research & Development,Laboratory Technician,3,Technical Degree,Single,Yes,1,Travel_Rarely,471,24,3,66,1,1,4,2340,23213,1,Yes,18,3,2,80,0,1,3,1,0,0,0
623,37,Female,Research & Development,Manufacturing Director,3,Technical Degree,Single,No,6,Travel_Rarely,799,1,2,59,3,3,4,7491,23848,4,No,17,3,4,80,0,12,3,4,5,1,2
624,46,Female,Research & Development,Healthcare Representative,1,Medical,Married,No,2,Travel_Frequently,1034,18,1,86,3,3,3,10527,8984,5,No,11,3,4,80,0,28,3,2,2,1,2
625,41,Female,Sales,Manager,5,Life Sciences,Married,No,18,Travel_Rarely,1276,2,2,91,3,4,1,16595,5626,7,No,16,3,2,80,1,22,2,3,16,11,8
626,37,Male,Sales,Sales Executive,4,Medical,Divorced,No,9,Non-Travel,142,9,1,69,3,3,2,8834,24666,1,No,13,3,4,80,1,9,6,3,5,7,7
630,52,Male,Research & Development,Research Scientist,2,Technical Degree,Divorced,No,10,Travel_Rarely,956,6,4,78,3,2,1,5577,22087,3,Yes,12,3,2,80,2,18,3,3,9,6,9
631,32,Male,Sales,Sales Executive,4,Other,Married,Yes,4,Non-Travel,1474,11,4,60,4,2,3,4707,23914,8,No,12,3,4,80,0,6,2,3,2,1,2
632,24,Male,Sales,Sales Representative,3,Medical,Married,No,2,Travel_Frequently,535,24,4,38,3,1,4,2400,5530,0,No,13,3,3,80,2,3,3,3,2,2,1
634,38,Female,Research & Development,Healthcare Representative,3,Medical,Married,No,1,Travel_Rarely,1495,10,3,76,3,2,3,9824,22174,3,No,19,3,3,80,1,18,4,3,0,0,0
635,37,Female,Research & Development,Manufacturing Director,4,Life Sciences,Married,No,6,Travel_Rarely,446,1,2,65,3,2,2,6447,15701,6,No,12,3,2,80,1,8,2,2,5,4,3
